z_label,feature,coef
1,Analyst|risk_constraint,0.0735844489505797
1,Analyst|risk_external,0.16981162358825855
1,Analyst|risk_legal,-0.4656003123179649
1,Analyst|risk_uncertainty,0.1595050074845658
1,CEO|risk_constraint,-0.16567560035547071
1,CEO|risk_external,0.11654132233956174
1,CEO|risk_legal,0.2803548151746262
1,CEO|risk_uncertainty,0.32241634115471424
1,CFO|risk_constraint,0.3135544469838772
1,CFO|risk_external,-0.5054740520303335
1,CFO|risk_legal,0.23342189086992826
1,CFO|risk_uncertainty,0.3519611158538723
1,CIO|risk_constraint,0.09593229621118608
1,CIO|risk_external,0.07553247805635531
1,CIO|risk_legal,0.0941729258232018
1,CIO|risk_uncertainty,0.09826861616849987
1,COO|risk_constraint,0.06668426803933608
1,COO|risk_external,-0.2515256501945325
1,COO|risk_legal,0.19340319095879024
1,COO|risk_uncertainty,0.11460177246956406
1,CTO|risk_constraint,-0.04470123434919144
1,CTO|risk_external,0.2113500936326284
1,CTO|risk_legal,0.08565558308664689
1,CTO|risk_uncertainty,-0.40944563776647813
1,Chair|risk_constraint,-0.17794703096014308
1,Chair|risk_external,0.22257890539953762
1,Chair|risk_legal,0.04904401802681971
1,Chair|risk_uncertainty,-0.2692298884700253
1,EVP|risk_constraint,0.018139874417971952
1,EVP|risk_external,0.018139874417971952
1,EVP|risk_legal,0.018139874417971987
1,EVP|risk_uncertainty,0.018139874417971987
1,Head|risk_constraint,-0.10490443432164641
1,Head|risk_external,0.0867000774116307
1,Head|risk_legal,-0.09164610062850825
1,Head|risk_uncertainty,0.11521459846951339
1,IR|risk_constraint,-0.1053381152842123
1,IR|risk_external,-0.6455810599014735
1,IR|risk_legal,0.025919518391468003
1,IR|risk_uncertainty,0.13740629459462111
1,Operator|risk_constraint,0.3624907367665335
1,Operator|risk_external,0.09334654562670408
1,Operator|risk_legal,0.2615670064958297
1,Operator|risk_uncertainty,-0.5472687656071826
1,President|risk_constraint,-0.289637256786665
1,President|risk_external,0.12049490851281373
1,President|risk_legal,-0.2336737528982173
1,President|risk_uncertainty,0.26976114163119663
1,SVP|risk_constraint,0.09285230624487943
1,SVP|risk_external,0.11991038406241591
1,SVP|risk_legal,0.10014552914622492
1,SVP|risk_uncertainty,0.08873531135816334
1,VP|risk_constraint,-0.24310229539059053
1,VP|risk_external,0.639087833091083
1,VP|risk_legal,-0.1849915766640471
1,VP|risk_uncertainty,-0.2721557913995207
1,prior_z1,0.07018489909805146
1,prior_z2,-0.001914531775830336
1,prior_z3,-0.012812025894459745
2,Analyst|risk_constraint,0.3259012663815853
2,Analyst|risk_external,-0.21915204909140348
2,Analyst|risk_legal,0.21527274923915554
2,Analyst|risk_uncertainty,-0.5529706738119985
2,CEO|risk_constraint,-0.06752092964295936
2,CEO|risk_external,-0.16270900014403258
2,CEO|risk_legal,-0.2576052183916229
2,CEO|risk_uncertainty,0.5812341211400803
2,CFO|risk_constraint,-0.03961461164290175
2,CFO|risk_external,0.6021852291355287
2,CFO|risk_legal,-0.351849248631407
2,CFO|risk_uncertainty,0.3639866769267236
2,CIO|risk_constraint,-0.044152108683535744
2,CIO|risk_external,-0.03399953706122552
2,CIO|risk_legal,-0.043761315146931865
2,CIO|risk_uncertainty,-0.044064636627337284
2,COO|risk_constraint,-0.16711489665584053
2,COO|risk_external,0.28411406535493233
2,COO|risk_legal,-0.18014548550355233
2,COO|risk_uncertainty,-0.15279736482962875
2,CTO|risk_constraint,-0.010693960895560342
2,CTO|risk_external,0.0797804419389946
2,CTO|risk_legal,0.029734414514241782
2,CTO|risk_uncertainty,-0.12623876806232298
2,Chair|risk_constraint,0.3332104007235264
2,Chair|risk_external,-0.37409353020165387
2,Chair|risk_legal,0.0027644424082763747
2,Chair|risk_uncertainty,-0.056992696904829276
2,EVP|risk_constraint,-0.004274607005236091
2,EVP|risk_external,-0.004274607005236091
2,EVP|risk_legal,-0.004274607005236121
2,EVP|risk_uncertainty,-0.004274607005236121
2,Head|risk_constraint,0.01929481383282684
2,Head|risk_external,0.039024959950358526
2,Head|risk_legal,-0.08502700488621555
2,Head|risk_uncertainty,0.054466270857845396
2,IR|risk_constraint,-0.0874689631577587
2,IR|risk_external,0.10141588075773166
2,IR|risk_legal,-0.2847270853376988
2,IR|risk_uncertainty,-0.2758014633294285
2,Operator|risk_constraint,0.02728170068861853
2,Operator|risk_external,-0.20664358826329576
2,Operator|risk_legal,-0.39824887754308186
2,Operator|risk_uncertainty,0.7987500848132896
2,President|risk_constraint,0.16757259746986566
2,President|risk_external,-0.5261204819581835
2,President|risk_legal,0.009997589155880098
2,President|risk_uncertainty,0.11283412160629103
2,SVP|risk_constraint,-0.04626461450056338
2,SVP|risk_external,-0.06325806695656229
2,SVP|risk_legal,-0.05070895940284047
2,SVP|risk_uncertainty,-0.04378309684662572
2,VP|risk_constraint,0.12548183963157222
2,VP|risk_external,0.29763200514155314
2,VP|risk_legal,-0.0536144623262305
2,VP|risk_uncertainty,-0.2528839097154471
2,prior_z1,-0.04401672691535922
2,prior_z2,0.01811659405786027
2,prior_z3,0.009354734106847647
3,Analyst|risk_constraint,-0.3994857153321698
3,Analyst|risk_external,0.04934042550314438
3,Analyst|risk_legal,0.25032756307881077
3,Analyst|risk_uncertainty,0.39346566632743324
3,CEO|risk_constraint,0.2331965299984284
3,CEO|risk_external,0.04616767780446939
3,CEO|risk_legal,-0.022749596783005865
3,CEO|risk_uncertainty,-0.9036504622948006
3,CFO|risk_constraint,-0.2739398353409699
3,CFO|risk_external,-0.09671117710519
3,CFO|risk_legal,0.11842735776148175
3,CFO|risk_uncertainty,-0.7159477927805913
3,CIO|risk_constraint,-0.05178018752765023
3,CIO|risk_external,-0.041532940995129025
3,CIO|risk_legal,-0.05041161067627116
3,CIO|risk_uncertainty,-0.054203979541163516
3,COO|risk_constraint,0.10043062861650662
3,COO|risk_external,-0.032588415160404755
3,COO|risk_legal,-0.013257705455235644
3,COO|risk_uncertainty,0.03819559236006405
3,CTO|risk_constraint,0.05539519524475227
3,CTO|risk_external,-0.291130535571621
3,CTO|risk_legal,-0.11538999760088765
3,CTO|risk_uncertainty,0.5356844058288063
3,Chair|risk_constraint,-0.15526336976338445
3,Chair|risk_external,0.15151462480211397
3,Chair|risk_legal,-0.051808460435096286
3,Chair|risk_uncertainty,0.32622258537485055
3,EVP|risk_constraint,-0.013865267412735766
3,EVP|risk_external,-0.013865267412735766
3,EVP|risk_legal,-0.01386526741273572
3,EVP|risk_uncertainty,-0.01386526741273572
3,Head|risk_constraint,0.08560962048882076
3,Head|risk_external,-0.12572503736199134
3,Head|risk_legal,0.17667310551472343
3,Head|risk_uncertainty,-0.1696808693273595
3,IR|risk_constraint,0.19280707844197092
3,IR|risk_external,0.5441651791437365
3,IR|risk_legal,0.25880756694623
3,IR|risk_uncertainty,0.13839516873481075
3,Operator|risk_constraint,-0.38977243745515183
3,Operator|risk_external,0.11329704263659342
3,Operator|risk_legal,0.13668187104724872
3,Operator|risk_uncertainty,-0.25148131920610456
3,President|risk_constraint,0.12206465931680066
3,President|risk_external,0.40562557344537487
3,President|risk_legal,0.22367616374233834
3,President|risk_uncertainty,-0.382595263237486
3,SVP|risk_constraint,-0.04658769174431696
3,SVP|risk_external,-0.05665231710585299
3,SVP|risk_legal,-0.049436569743383146
3,SVP|risk_uncertainty,-0.044952214511536984
3,VP|risk_constraint,0.11762045575901545
3,VP|risk_external,-0.936719838232637
3,VP|risk_legal,0.23860603899027905
3,VP|risk_uncertainty,0.5250397011149627
3,prior_z1,-0.02616817218269095
3,prior_z2,-0.01620206228203014
3,prior_z3,0.003457291787610344
